tarih,sube_kodu,sube_adi,il,ilce,sube_tipi,kabul_edilen,teslim_edilen,bekleyen,geciken,iade_edilen,ortalama_teslim_suresi,toplam_personel,dagitici_sayisi,gise_personeli,izinli_personel,fazla_mesai_saati,sikayet_sayisi,basarisiz_teslimat,hasarli_gonderi,yanlis_teslimat,toplam_gelir,kargo_geliri,bankacilik_islem_sayisi,tahsilat_sayisi,hava_durumu,resmi_tatil,bayram_donemi,bolgesel_yogunluk,teslim_basarisi_pct,gecikme_orani_pct,iade_orani_pct,sikayet_orani_binde,personel_verimliligi,dagitici_is_yuku,gonderi_basi_gelir
2026-04-07,S009,Samsun İlkadım,Samsun,İlkadım,Orta,260,245,11,15,4,1.31,15,6,4,0,1.6,2,6,1,1,11534.64,8825.89,115,47,Açık,0,0,0.81,94.23,5.77,1.54,8.16,16.33,43.33,44.36
2026-04-07,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,338,302,30,31,6,1.56,14,5,4,0,11.8,2,6,1,1,15143.97,11683.03,156,59,Açık,0,0,0.87,89.35,9.17,1.78,6.62,21.57,67.6,44.8
2026-04-08,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,366,341,21,27,4,1.4,24,9,10,2,9.9,4,7,2,2,17238.35,13375.76,161,78,Açık,0,0,1.0,93.17,7.38,1.09,11.73,14.21,40.67,47.1
2026-04-08,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,337,317,15,21,5,1.21,21,8,8,2,10.1,3,6,2,1,19508.07,15055.38,180,70,Açık,0,0,0.96,94.07,6.23,1.48,9.46,15.1,42.12,57.89
2026-04-08,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,401,391,6,13,4,1.34,28,11,12,2,5.4,2,13,2,1,20123.61,17038.39,160,77,Açık,0,0,1.16,97.51,3.24,1.0,5.12,13.96,36.45,50.18
2026-04-08,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,399,374,14,16,11,1.26,25,10,10,1,3.9,4,11,2,1,18046.61,14187.28,177,74,Açık,0,0,1.21,93.73,4.01,2.76,10.7,14.96,39.9,45.23
2026-04-08,S005,İzmir Konak,İzmir,Konak,Merkez,390,366,15,25,9,1.29,23,9,9,2,11.8,2,12,3,1,20602.2,16482.52,171,80,Açık,0,0,1.1,93.85,6.41,2.31,5.46,15.91,43.33,52.83
2026-04-08,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,305,280,20,23,5,1.69,19,7,7,2,13.9,3,6,2,1,15339.61,12976.26,114,47,Bulutlu,0,0,0.91,91.8,7.54,1.64,10.71,14.74,43.57,50.29
2026-04-08,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,327,308,15,19,4,1.68,20,8,7,0,0.5,2,20,2,1,16972.57,13376.57,160,67,Yağmurlu,0,0,0.91,94.19,5.81,1.22,6.49,15.4,40.88,51.9
2026-04-08,S008,Konya Selçuklu,Konya,Selçuklu,Orta,237,225,8,10,4,1.43,16,6,5,1,4.2,2,5,1,1,10568.05,8161.36,124,48,Açık,0,0,0.69,94.94,4.22,1.69,8.89,14.06,39.5,44.59
2026-04-08,S009,Samsun İlkadım,Samsun,İlkadım,Orta,223,204,14,17,5,1.69,15,6,4,1,1.9,4,12,2,1,9529.06,8088.42,76,38,Yağmurlu,0,0,0.64,91.48,7.62,2.24,19.61,13.6,37.17,42.73
2026-04-08,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,182,166,12,14,4,1.87,14,5,4,2,8.0,4,7,1,0,8484.4,6808.42,79,40,Bulutlu,0,0,0.57,91.21,7.69,2.2,24.1,11.86,36.4,46.62
2026-04-09,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,399,376,16,18,7,1.46,24,9,10,1,7.5,3,13,1,1,19579.88,15332.7,164,81,Açık,0,0,1.17,94.24,4.51,1.75,7.98,15.67,44.33,49.07
2026-04-09,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,378,357,16,23,5,1.45,21,8,8,1,6.3,3,11,0,0,19399.55,15520.7,155,76,Açık,0,0,1.12,94.44,6.08,1.32,8.4,17.0,47.25,51.32
2026-04-09,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,459,424,26,26,9,1.1,28,11,12,2,7.2,4,16,2,2,21933.68,16971.72,232,105,Açık,0,0,1.28,92.37,5.66,1.96,9.43,15.14,41.73,47.79
2026-04-09,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,423,393,23,24,7,1.53,25,10,10,3,15.2,3,9,1,1,21136.01,17231.44,195,93,Açık,0,0,1.27,92.91,5.67,1.65,7.63,15.72,42.3,49.97
2026-04-09,S005,İzmir Konak,İzmir,Konak,Merkez,375,334,38,41,3,1.85,23,9,9,4,22.1,8,11,2,1,17076.23,12696.16,199,108,Açık,0,0,1.08,89.07,10.93,0.8,23.95,14.52,41.67,45.54
2026-04-09,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,305,291,10,15,4,1.65,19,7,7,1,5.5,0,5,1,0,16681.86,13798.66,115,47,Açık,0,0,1.0,95.41,4.92,1.31,0.0,15.32,43.57,54.69
2026-04-09,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,349,328,13,16,8,1.31,20,8,7,1,6.0,3,8,1,0,15550.12,12896.81,114,45,Açık,0,0,1.07,93.98,4.58,2.29,9.15,16.4,43.62,44.56
2026-04-09,S008,Konya Selçuklu,Konya,Selçuklu,Orta,278,255,18,20,5,1.3,16,6,5,1,7.6,3,8,1,1,13562.15,11242.59,117,36,Bulutlu,0,0,0.78,91.73,7.19,1.8,11.76,15.94,46.33,48.78
2026-04-09,S009,Samsun İlkadım,Samsun,İlkadım,Orta,284,246,34,36,4,1.98,15,6,4,3,27.3,3,7,1,1,13953.57,11061.08,122,65,Açık,0,0,0.7,86.62,12.68,1.41,12.2,16.4,47.33,49.13
2026-04-09,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,211,190,18,22,3,1.53,14,5,4,2,13.1,2,4,1,1,8923.52,7457.91,70,25,Açık,0,0,0.7,90.05,10.43,1.42,10.53,13.57,42.2,42.29
2026-04-10,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,375,350,18,24,7,1.47,24,9,10,2,8.2,4,7,1,1,15931.94,13053.51,137,44,Açık,0,0,1.17,93.33,6.4,1.87,11.43,14.58,41.67,42.49
2026-04-10,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,389,342,41,46,6,1.77,21,8,8,2,14.4,8,21,2,1,18987.56,15616.38,142,78,Yağmurlu,0,0,1.15,87.92,11.83,1.54,23.39,16.29,48.62,48.81
2026-04-10,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,426,394,24,30,8,1.55,28,11,12,1,0.0,6,26,2,2,19825.72,16733.85,155,80,Yağmurlu,0,0,1.28,92.49,7.04,1.88,15.23,14.07,38.73,46.54
2026-04-10,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,356,338,13,16,5,1.43,25,10,10,1,0.0,4,10,2,0,16337.91,12350.54,191,66,Açık,0,0,1.16,94.94,4.49,1.4,11.83,13.52,35.6,45.89
2026-04-10,S005,İzmir Konak,İzmir,Konak,Merkez,415,385,20,30,10,1.56,23,9,9,1,10.1,5,13,2,1,20552.63,17055.02,141,66,Açık,0,0,1.23,92.77,7.23,2.41,12.99,16.74,46.11,49.52
2026-04-10,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,320,293,18,19,9,1.25,19,7,7,1,7.1,4,10,1,0,14887.57,11968.79,109,56,Açık,0,0,0.94,91.56,5.94,2.81,13.65,15.42,45.71,46.52
2026-04-10,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,306,286,14,14,6,1.37,20,8,7,2,7.2,2,7,2,1,14624.98,11616.23,119,54,Açık,0,0,0.98,93.46,4.58,1.96,6.99,14.3,38.25,47.79
2026-04-10,S008,Konya Selçuklu,Konya,Selçuklu,Orta,284,241,34,39,9,1.88,16,6,5,3,25.9,4,9,1,1,11460.76,9085.59,97,50,Bulutlu,0,0,0.94,84.86,13.73,3.17,16.6,15.06,47.33,40.35
2026-04-10,S009,Samsun İlkadım,Samsun,İlkadım,Orta,282,267,12,15,3,1.27,15,6,4,0,3.9,2,5,1,0,14274.73,11561.95,145,48,Bulutlu,0,0,0.83,94.68,5.32,1.06,7.49,17.8,47.0,50.62
2026-04-10,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,232,219,8,12,5,1.4,14,5,4,0,2.2,1,7,1,1,11343.83,9408.39,83,40,Bulutlu,0,0,0.68,94.4,5.17,2.16,4.57,15.64,46.4,48.9
2026-04-11,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,249,227,17,21,5,1.75,24,9,10,1,0.0,1,17,1,1,11171.93,9157.0,109,44,Yağmurlu,0,0,1.29,91.16,8.43,2.01,4.41,9.46,27.67,44.87
2026-04-11,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,182,168,9,12,5,1.48,21,8,8,1,0.0,2,5,1,0,9039.22,7034.37,94,30,Bulutlu,0,0,1.11,92.31,6.59,2.75,11.9,8.0,22.75,49.67
2026-04-11,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,236,220,11,14,5,1.38,28,11,12,0,0.0,2,6,1,1,12192.49,10115.72,105,48,Açık,0,0,1.33,93.22,5.93,2.12,9.09,7.86,21.45,51.66
2026-04-11,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,173,161,9,11,3,1.38,25,10,10,1,0.0,1,3,0,1,9107.98,7419.26,88,40,Açık,0,0,1.16,93.06,6.36,1.73,6.21,6.44,17.3,52.65
2026-04-11,S005,İzmir Konak,İzmir,Konak,Merkez,189,180,4,4,5,1.33,23,9,9,4,0.0,1,5,1,0,8842.55,7006.23,70,30,Açık,0,0,1.24,95.24,2.12,2.65,5.56,7.83,21.0,46.79
2026-04-11,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,135,119,13,15,3,1.7,19,7,7,2,0.0,2,8,1,0,6326.43,4428.02,69,29,Yağmurlu,0,0,0.99,88.15,11.11,2.22,16.81,6.26,19.29,46.86
2026-04-11,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,161,152,7,10,2,1.26,20,8,7,2,0.0,2,5,1,0,8800.29,7232.4,60,23,Açık,0,0,1.09,94.41,6.21,1.24,13.16,7.6,20.12,54.66
2026-04-11,S008,Konya Selçuklu,Konya,Selçuklu,Orta,177,165,9,11,3,1.63,16,6,5,3,9.0,1,5,0,0,8356.82,6555.02,82,29,Açık,0,0,0.78,93.22,6.21,1.69,6.06,10.31,29.5,47.21
2026-04-11,S009,Samsun İlkadım,Samsun,İlkadım,Orta,101,98,2,2,1,1.19,15,6,4,0,0.0,0,3,0,0,4851.72,3543.9,50,25,Açık,0,0,0.68,97.03,1.98,0.99,0.0,6.53,16.83,48.04
2026-04-11,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,104,99,3,4,2,1.42,14,5,4,2,0.0,2,3,1,0,5756.89,4738.75,55,19,Bulutlu,0,0,0.55,95.19,3.85,1.92,20.2,7.07,20.8,55.35
2026-04-12,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,189,177,7,9,5,1.55,24,9,10,1,0.0,2,5,0,1,8423.97,7029.88,71,26,Açık,0,0,1.25,93.65,4.76,2.65,11.3,7.38,21.0,44.57
2026-04-12,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,177,167,7,7,3,1.31,21,8,8,3,0.0,2,5,1,1,9668.17,7254.64,89,46,Açık,0,0,1.1,94.35,3.95,1.69,11.98,7.95,22.12,54.62
2026-04-12,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,195,184,7,9,4,1.45,28,11,12,2,0.0,0,5,0,0,9708.6,8278.9,79,27,Açık,0,0,1.28,94.36,4.62,2.05,0.0,6.57,17.73,49.79
2026-04-12,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,241,223,14,19,4,1.28,25,10,10,0,0.0,3,6,1,1,12664.46,10075.28,111,56,Açık,0,0,1.23,92.53,7.88,1.66,13.45,8.92,24.1,52.55
2026-04-12,S005,İzmir Konak,İzmir,Konak,Merkez,126,117,7,8,2,1.31,23,9,9,3,0.0,1,3,1,0,5591.03,4420.49,62,31,Bulutlu,0,0,1.04,92.86,6.35,1.59,8.55,5.09,14.0,44.37
2026-04-12,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,178,167,9,13,2,1.63,19,7,7,3,3.1,2,10,1,0,10235.83,7761.97,97,39,Yağmurlu,0,0,0.91,93.82,7.3,1.12,11.98,8.79,25.43,57.5
2026-04-12,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,163,155,5,7,3,1.3,20,8,7,1,0.0,0,3,1,0,7503.21,5906.16,77,31,Açık,0,0,1.01,95.09,4.29,1.84,0.0,7.75,20.38,46.03
2026-04-12,S008,Konya Selçuklu,Konya,Selçuklu,Orta,173,167,3,6,3,1.39,16,6,5,2,2.7,1,5,1,0,9687.68,7888.94,88,43,Açık,0,0,0.99,96.53,3.47,1.73,5.99,10.44,28.83,56.0
2026-04-12,S009,Samsun İlkadım,Samsun,İlkadım,Orta,131,126,3,3,2,1.42,15,6,4,2,0.0,1,2,1,0,6141.83,4861.56,54,18,Açık,0,0,0.79,96.18,2.29,1.53,7.94,8.4,21.83,46.88
2026-04-12,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,106,102,3,4,1,1.23,14,5,4,1,0.0,0,3,1,0,5559.47,4421.63,48,15,Açık,0,0,0.71,96.23,3.77,0.94,0.0,7.29,21.2,52.45
2026-04-13,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,495,429,54,65,12,1.74,24,9,10,3,32.7,8,14,1,2,22133.03,16109.25,267,95,Bulutlu,0,0,1.19,86.67,13.13,2.42,18.65,17.88,55.0,44.71
2026-04-13,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,416,383,25,27,8,1.43,21,8,8,2,19.3,4,11,3,1,19057.1,15088.88,177,79,Açık,0,0,1.05,92.07,6.49,1.92,10.44,18.24,52.0,45.81
2026-04-13,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,545,522,19,26,4,1.31,28,11,12,0,8.9,5,17,3,2,29606.9,23263.4,257,89,Açık,0,0,1.37,95.78,4.77,0.73,9.58,18.64,49.55,54.32
2026-04-13,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,522,462,44,48,16,1.7,25,10,10,3,27.2,7,16,2,1,21851.67,16891.62,191,91,Açık,0,0,1.29,88.51,9.2,3.07,15.15,18.48,52.2,41.86
2026-04-13,S005,İzmir Konak,İzmir,Konak,Merkez,461,434,18,23,9,1.58,23,9,9,0,7.9,4,10,2,1,20621.36,15910.52,207,102,Bulutlu,0,0,1.07,94.14,4.99,1.95,9.22,18.87,51.22,44.73
2026-04-13,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,409,362,38,41,9,1.73,19,7,7,2,22.6,4,9,2,1,19272.57,16355.21,142,75,Açık,0,0,0.95,88.51,10.02,2.2,11.05,19.05,58.43,47.12
2026-04-13,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,363,330,27,28,6,1.68,20,8,7,3,22.8,3,8,2,0,14646.79,12421.83,120,57,Açık,0,0,0.88,90.91,7.71,1.65,9.09,16.5,45.38,40.35
2026-04-13,S008,Konya Selçuklu,Konya,Selçuklu,Orta,383,336,36,38,11,1.61,16,6,5,1,17.1,6,11,2,1,16566.79,12276.52,173,75,Açık,0,0,1.02,87.73,9.92,2.87,17.86,21.0,63.83,43.26
2026-04-13,S009,Samsun İlkadım,Samsun,İlkadım,Orta,242,222,15,17,5,1.64,15,6,4,1,3.7,3,13,1,1,11173.8,8168.79,130,68,Yağmurlu,0,0,0.58,91.74,7.02,2.07,13.51,14.8,40.33,46.17
2026-04-13,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,277,242,30,32,5,1.94,14,5,4,2,21.1,5,6,1,1,11078.68,8786.5,105,32,Açık,0,0,0.66,87.36,11.55,1.81,20.66,17.29,55.4,40.0
2026-04-14,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,410,381,21,26,8,1.53,24,9,10,2,14.7,4,14,1,1,20713.28,16282.01,180,75,Bulutlu,0,0,1.18,92.93,6.34,1.95,10.5,15.88,45.56,50.52
2026-04-14,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,396,369,21,26,6,1.33,21,8,8,1,10.9,4,6,3,1,17184.38,13679.02,157,55,Açık,0,0,1.1,93.18,6.57,1.52,10.84,17.57,49.5,43.39
2026-04-14,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,467,419,38,46,10,1.79,28,11,12,2,11.3,6,29,2,1,22829.36,17791.98,217,117,Yağmurlu,0,0,1.3,89.72,9.85,2.14,14.32,14.96,42.45,48.89
2026-04-14,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,392,359,27,32,6,1.67,25,10,10,2,6.2,5,22,0,1,18014.9,14087.74,144,55,Yağmurlu,0,0,1.2,91.58,8.16,1.53,13.93,14.36,39.2,45.96
2026-04-14,S005,İzmir Konak,İzmir,Konak,Merkez,371,348,18,21,5,1.46,23,9,9,2,9.5,4,9,1,1,19843.53,15370.17,183,61,Bulutlu,0,0,1.08,93.8,5.66,1.35,11.49,15.13,41.22,53.49
2026-04-14,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,361,282,75,77,4,2.67,19,7,7,4,45.0,10,20,2,1,16133.98,13330.66,138,70,Yağmurlu,0,0,1.0,78.12,21.33,1.11,35.46,14.84,51.57,44.69
2026-04-14,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,369,347,17,16,5,1.38,20,8,7,1,8.5,0,8,2,1,16678.51,13695.92,148,64,Açık,0,0,1.1,94.04,4.34,1.36,0.0,17.35,46.12,45.2
2026-04-14,S008,Konya Selçuklu,Konya,Selçuklu,Orta,306,269,31,31,6,1.66,16,6,5,1,8.8,5,17,2,1,14160.42,12008.34,100,54,Yağmurlu,0,0,0.89,87.91,10.13,1.96,18.59,16.81,51.0,46.28
2026-04-14,S009,Samsun İlkadım,Samsun,İlkadım,Orta,248,213,29,32,6,1.69,15,6,4,3,23.5,5,6,1,1,10231.43,8119.92,94,36,Açık,0,0,0.67,85.89,12.9,2.42,23.47,14.2,41.33,41.26
2026-04-14,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,252,220,26,28,6,1.74,14,5,4,2,15.7,2,7,1,1,10792.63,9075.63,88,37,Açık,0,0,0.83,87.3,11.11,2.38,9.09,15.71,50.4,42.83
2026-04-15,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,428,388,33,40,7,1.68,24,9,10,2,16.6,7,11,2,2,21063.2,17700.28,161,58,Bulutlu,0,0,1.19,90.65,9.35,1.64,18.04,16.17,47.56,49.21
2026-04-15,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,398,329,64,67,5,2.37,21,8,8,4,37.5,10,26,2,1,17043.89,13624.99,183,84,Yağmurlu,0,0,1.18,82.66,16.83,1.26,30.4,15.67,49.75,42.82
2026-04-15,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,455,425,20,24,10,1.27,28,11,12,3,15.7,3,16,2,1,22747.53,19144.81,195,61,Açık,0,0,1.37,93.41,5.27,2.2,7.06,15.18,41.36,49.99
2026-04-15,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,445,405,33,38,7,1.77,25,10,10,1,6.9,5,26,2,2,22909.03,19068.17,179,73,Yağmurlu,0,0,1.35,91.01,8.54,1.57,12.35,16.2,44.5,51.48
2026-04-15,S005,İzmir Konak,İzmir,Konak,Merkez,353,326,23,25,4,1.27,23,9,9,3,14.5,5,10,2,1,16488.27,12967.81,156,65,Açık,0,0,1.12,92.35,7.08,1.13,15.34,14.17,39.22,46.71
2026-04-15,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,329,298,24,27,7,1.85,19,7,7,1,9.7,5,21,1,1,15938.44,13517.0,114,55,Yağmurlu,0,0,0.98,90.58,8.21,2.13,16.78,15.68,47.0,48.45
2026-04-15,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,395,359,32,38,4,1.56,20,8,7,3,23.8,5,14,2,1,19330.86,15101.88,190,61,Açık,0,0,1.21,90.89,9.62,1.01,13.93,17.95,49.38,48.94
2026-04-15,S008,Konya Selçuklu,Konya,Selçuklu,Orta,233,218,11,13,4,1.44,16,6,5,0,0.8,2,5,1,1,11290.21,8869.23,98,52,Açık,0,0,0.74,93.56,5.58,1.72,9.17,13.62,38.83,48.46
2026-04-15,S009,Samsun İlkadım,Samsun,İlkadım,Orta,312,292,14,20,6,1.26,15,6,4,0,6.6,3,6,1,1,14464.38,11029.56,167,65,Açık,0,0,0.89,93.59,6.41,1.92,10.27,19.47,52.0,46.36
2026-04-15,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,287,219,64,69,4,2.46,14,5,4,3,40.1,7,6,1,1,11069.47,8671.59,107,49,Açık,0,0,0.8,76.31,24.04,1.39,31.96,15.64,57.4,38.57
2026-04-16,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,437,401,28,33,8,1.6,24,9,10,2,15.8,4,8,2,1,19822.0,15469.8,168,92,Açık,0,0,1.23,91.76,7.55,1.83,9.98,16.71,48.56,45.36
2026-04-16,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,393,372,14,18,7,1.35,21,8,8,0,6.0,4,10,2,0,21306.28,16989.77,186,70,Bulutlu,0,0,1.06,94.66,4.58,1.78,10.75,17.71,49.12,54.21
2026-04-16,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,478,429,37,43,12,1.64,28,11,12,1,6.2,9,36,2,1,25353.63,18507.96,259,124,Yağmurlu,0,0,1.37,89.75,9.0,2.51,20.98,15.32,43.45,53.04
2026-04-16,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,430,393,28,31,9,1.62,25,10,10,3,19.0,5,12,2,1,20834.85,16502.24,175,80,Açık,0,0,1.24,91.4,7.21,2.09,12.72,15.72,43.0,48.45
2026-04-16,S005,İzmir Konak,İzmir,Konak,Merkez,354,337,7,8,10,1.19,23,9,9,1,3.9,3,10,1,1,17063.15,14417.19,114,41,Açık,0,0,1.02,95.2,2.26,2.82,8.9,14.65,39.33,48.2
2026-04-16,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,352,321,27,29,4,1.56,19,7,7,2,14.0,4,11,1,1,15973.46,12663.68,141,61,Açık,0,0,1.04,91.19,8.24,1.14,12.46,16.89,50.29,45.38
2026-04-16,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,337,308,25,27,4,1.66,20,8,7,3,19.1,3,5,2,1,15744.47,12558.72,135,64,Açık,0,0,0.98,91.39,8.01,1.19,9.74,15.4,42.12,46.72
2026-04-16,S008,Konya Selçuklu,Konya,Selçuklu,Orta,319,304,10,10,5,1.41,16,6,5,0,3.9,3,14,1,1,16282.72,12806.88,131,70,Açık,0,0,0.9,95.3,3.13,1.57,9.87,19.0,53.17,51.04
2026-04-16,S009,Samsun İlkadım,Samsun,İlkadım,Orta,240,220,17,20,3,1.64,15,6,4,0,1.0,3,13,2,1,11899.52,9543.44,103,50,Yağmurlu,0,0,0.79,91.67,8.33,1.25,13.64,14.67,40.0,49.58
2026-04-16,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,219,197,17,19,5,1.73,14,5,4,2,13.7,4,8,1,1,11316.81,8518.11,112,49,Bulutlu,0,0,0.67,89.95,8.68,2.28,20.3,14.07,43.8,51.67
2026-04-17,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,427,395,25,36,7,1.39,24,9,10,2,18.3,5,10,2,1,21617.21,16600.91,229,69,Açık,0,0,1.19,92.51,8.43,1.64,12.66,16.46,47.44,50.63
2026-04-17,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,368,351,11,13,6,1.6,21,8,8,0,3.8,0,6,1,1,18033.52,15235.7,128,51,Açık,0,0,1.11,95.38,3.53,1.63,0.0,16.71,46.0,49.0
2026-04-17,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,399,377,17,18,5,1.36,28,11,12,2,4.2,2,14,2,1,20016.08,16281.65,194,77,Açık,0,0,1.3,94.49,4.51,1.25,5.31,13.46,36.27,50.17
2026-04-17,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,464,433,24,29,7,1.3,25,10,10,0,7.2,5,11,1,0,24050.09,20030.51,169,92,Açık,0,0,1.28,93.32,6.25,1.51,11.55,17.32,46.4,51.83
2026-04-17,S005,İzmir Konak,İzmir,Konak,Merkez,360,330,22,24,8,1.46,23,9,9,2,7.0,3,10,1,1,15095.57,12390.19,119,64,Açık,0,0,1.09,91.67,6.67,2.22,9.09,14.35,40.0,41.93
2026-04-17,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,312,278,30,32,4,1.89,19,7,7,3,19.1,4,5,2,1,13032.21,10098.05,115,61,Açık,0,0,0.96,89.1,10.26,1.28,14.39,14.63,44.57,41.77
2026-04-17,S007,Antalya Muratpaşa,Antalya,Muratpaşa,Büyük,361,324,29,33,8,1.75,20,8,7,3,22.8,4,8,2,1,16664.46,12104.75,169,77,Bulutlu,0,0,1.06,89.75,9.14,2.22,12.35,16.2,45.12,46.16
2026-04-17,S008,Konya Selçuklu,Konya,Selçuklu,Orta,276,255,17,19,4,1.62,16,6,5,2,14.8,2,5,2,0,14436.67,11999.5,107,56,Açık,0,0,0.77,92.39,6.88,1.45,7.84,15.94,46.0,52.31
2026-04-17,S009,Samsun İlkadım,Samsun,İlkadım,Orta,283,254,22,24,7,1.72,15,6,4,1,7.9,6,19,1,1,15976.35,12118.69,151,72,Yağmurlu,0,0,0.8,89.75,8.48,2.47,23.62,16.93,47.17,56.45
2026-04-17,S010,Erzurum Yakutiye,Erzurum,Yakutiye,Orta,207,174,30,31,3,2.01,14,5,4,3,24.5,5,6,1,0,9172.8,7147.36,86,37,Bulutlu,0,0,0.63,84.06,14.98,1.45,28.74,12.43,41.4,44.31
2026-04-18,S001,Ankara Çankaya,Ankara,Çankaya,Merkez,169,155,12,12,2,1.78,24,9,10,0,0.0,2,10,0,0,8038.03,6710.4,62,27,Yağmurlu,0,0,1.15,91.72,7.1,1.18,12.9,6.46,18.78,47.56
2026-04-18,S002,Ankara Keçiören,Ankara,Keçiören,Büyük,236,220,10,14,6,1.44,21,8,8,1,0.0,1,7,1,1,12331.45,10262.76,86,46,Açık,0,0,1.12,93.22,5.93,2.54,4.55,10.48,29.5,52.25
2026-04-18,S003,İstanbul Kadıköy,İstanbul,Kadıköy,Merkez,189,181,4,8,4,1.34,28,11,12,2,0.0,0,5,1,1,9092.4,7829.35,67,27,Açık,0,0,1.31,95.77,4.23,2.12,0.0,6.46,17.18,48.11
2026-04-18,S004,İstanbul Üsküdar,İstanbul,Üsküdar,Büyük,179,171,5,8,3,1.43,25,10,10,1,0.0,1,6,1,0,8004.74,6236.69,74,25,Açık,0,0,1.18,95.53,4.47,1.68,5.85,6.84,17.9,44.72
2026-04-18,S005,İzmir Konak,İzmir,Konak,Merkez,194,180,10,12,4,1.54,23,9,9,2,0.0,2,6,0,0,8683.79,6806.42,72,37,Bulutlu,0,0,1.15,92.78,6.19,2.06,11.11,7.83,21.56,44.76
2026-04-18,S006,Bursa Nilüfer,Bursa,Nilüfer,Büyük,178,170,6,9,2,1.42,19,7,7,2,0.0,1,4,1,0,8817.16,6240.5,95,42,Açık,0,0,1.04,95.51,5.06,1.12,5.88,8.95,25.43,49.53
